# parsing metadata from /home/wfrancis/est/sra_ncbi/20210404_samples/  Wed May 12 10:35:57 2021
WARNING: CANNOT FIND ITEM 3, /home/wfrancis/est/sra_ncbi/20210404_samples/ERA3158907/ERA3158907.sample.xml, SKIPPING  Wed May 12 10:35:59 2021
WARNING: CANNOT FIND ITEM 4, /home/wfrancis/est/sra_ncbi/20210404_samples/ERA3144119/ERA3144119.sample.xml, SKIPPING  Wed May 12 10:35:59 2021
WARNING: CANNOT FIND ITEM 5, /home/wfrancis/est/sra_ncbi/20210404_samples/ERA3220435/ERA3220435.sample.xml, SKIPPING  Wed May 12 10:35:59 2021
WARNING: CANNOT FIND ITEM 9, /home/wfrancis/est/sra_ncbi/20210404_samples/ERA3512091/ERA3512091.sample.xml, SKIPPING  Wed May 12 10:35:59 2021
WARNING: CANNOT FIND ITEM 20, /home/wfrancis/est/sra_ncbi/20210404_samples/ERA1518593/ERA1518593.sample.xml, SKIPPING  Wed May 12 10:35:59 2021
WARNING: CANNOT FIND ITEM 21, /home/wfrancis/est/sra_ncbi/20210404_samples/ERA3376719/ERA3376719.sample.xml, SKIPPING  Wed May 12 10:35:59 2021
WARNING: CANNOT FIND ITEM 27, /home/wfrancis/est/sra_ncbi/20210404_samples/ERA3429111/ERA3429111.sample.xml, SKIPPING  Wed May 12 10:35:59 2021
WARNING: CANNOT FIND ITEM 29, /home/wfrancis/est/sra_ncbi/20210404_samples/ERA3406370/ERA3406370.sample.xml, SKIPPING  Wed May 12 10:35:59 2021
WARNING: CANNOT FIND ITEM 34, /home/wfrancis/est/sra_ncbi/20210404_samples/ERA3582772/ERA3582772.sample.xml, SKIPPING  Wed May 12 10:35:59 2021
WARNING: CANNOT FIND ITEM 35, /home/wfrancis/est/sra_ncbi/20210404_samples/ERA3032091/ERA3032091.sample.xml, SKIPPING  Wed May 12 10:35:59 2021
WARNING: CANNOT FIND ITEM 42, /home/wfrancis/est/sra_ncbi/20210404_samples/ERA3276442/ERA3276442.sample.xml, SKIPPING  Wed May 12 10:35:59 2021
WARNING: CANNOT FIND ITEM 48, /home/wfrancis/est/sra_ncbi/20210404_samples/SRA001214/SRA001214.sample.xml, SKIPPING  Wed May 12 10:35:59 2021
WARNING: CANNOT FIND ITEM 52, /home/wfrancis/est/sra_ncbi/20210404_samples/ERA2687735/ERA2687735.sample.xml, SKIPPING  Wed May 12 10:35:59 2021
WARNING: CANNOT FIND ITEM 54, /home/wfrancis/est/sra_ncbi/20210404_samples/ERA3654751/ERA3654751.sample.xml, SKIPPING  Wed May 12 10:35:59 2021
WARNING: CANNOT FIND ITEM 56, /home/wfrancis/est/sra_ncbi/20210404_samples/ERA2194213/ERA2194213.sample.xml, SKIPPING  Wed May 12 10:35:59 2021
WARNING: CANNOT FIND ITEM 57, /home/wfrancis/est/sra_ncbi/20210404_samples/ERA3293854/ERA3293854.sample.xml, SKIPPING  Wed May 12 10:35:59 2021
WARNING: CANNOT FIND ITEM 60, /home/wfrancis/est/sra_ncbi/20210404_samples/ERA3244528/ERA3244528.sample.xml, SKIPPING  Wed May 12 10:35:59 2021
WARNING: CANNOT FIND ITEM 66, /home/wfrancis/est/sra_ncbi/20210404_samples/ERA3282438/ERA3282438.sample.xml, SKIPPING  Wed May 12 10:35:59 2021
WARNING: CANNOT FIND ITEM 67, /home/wfrancis/est/sra_ncbi/20210404_samples/ERA3562376/ERA3562376.sample.xml, SKIPPING  Wed May 12 10:35:59 2021
WARNING: CANNOT FIND ITEM 70, /home/wfrancis/est/sra_ncbi/20210404_samples/ERA3153594/ERA3153594.sample.xml, SKIPPING  Wed May 12 10:36:00 2021
WARNING: CANNOT FIND ITEM 77, /home/wfrancis/est/sra_ncbi/20210404_samples/SRA684591/SRA684591.sample.xml, SKIPPING  Wed May 12 10:36:00 2021
WARNING: CANNOT FIND ITEM 79, /home/wfrancis/est/sra_ncbi/20210404_samples/ERA3624495/ERA3624495.sample.xml, SKIPPING  Wed May 12 10:36:00 2021
WARNING: CANNOT FIND ITEM 82, /home/wfrancis/est/sra_ncbi/20210404_samples/ERA3430557/ERA3430557.sample.xml, SKIPPING  Wed May 12 10:36:00 2021
WARNING: CANNOT FIND ITEM 83, /home/wfrancis/est/sra_ncbi/20210404_samples/ERA3387467/ERA3387467.sample.xml, SKIPPING  Wed May 12 10:36:00 2021
WARNING: CANNOT FIND ITEM 97, /home/wfrancis/est/sra_ncbi/20210404_samples/ERA3003538/ERA3003538.sample.xml, SKIPPING  Wed May 12 10:36:00 2021
WARNING: CANNOT FIND ITEM 100, /home/wfrancis/est/sra_ncbi/20210404_samples/ERA3039313/ERA3039313.sample.xml, SKIPPING  Wed May 12 10:36:00 2021
WARNING: CANNOT FIND ITEM 101, /home/wfrancis/est/sra_ncbi/20210404_samples/ERA3297743/ERA3297743.sample.xml, SKIPPING  Wed May 12 10:36:00 2021
